Claim_ID,Customer_ID,Policy_Number,Age,Gender,Region,Policy_Type,Premium_Amount,Coverage_Amount,Claim_Amount,Claim_Type,Credit_Score,Fraud_Risk_Score,Fraud_Flag,Claim_Status,Settlement_Amount
CLM000214,CUST008704,POL0860495,27,Male,North,Auto,742.91,56105.45,29512.99,Theft,633,12.46,No,Approved,27507.57
CLM000215,CUST018781,POL0134377,41,Female,North,Home,622.63,84278.86,35673.68,Medical,468,41.1,No,Approved,24947.44
CLM000216,CUST008006,POL0515063,43,Male,North,Health,4289.25,64479.92,29279.28,Accident,706,13.86,No,Approved,26075.79
CLM000217,CUST005249,POL0813178,36,Male,East,Home,1152.65,20056.02,6763.21,Accident,414,21.83,No,Approved,5109.56
CLM000218,CUST006494,POL0789888,77,Male,East,Life,3937.99,78076.09,8899.85,Theft,844,25.71,No,Approved,6145.72
CLM000219,CUST010388,POL0040192,60,Male,North,Health,3066.9,51526.54,25235.14,Theft,476,74.6,No,Approved,17739.64
CLM000220,CUST014377,POL0109621,70,Female,West,Home,1135.1,46464.89,37812.94,Accident,722,24.88,No,Approved,36571.65
CLM000221,CUST015039,POL0626136,54,Female,East,Health,1051.81,79770.72,28398.39,Theft,311,90.02,Yes,Under Review,22191.19
CLM000222,CUST009455,POL0581424,52,Male,East,Auto,4745.15,85403.72,30657.41,Accident,623,38.93,No,Approved,28520.16
CLM000223,CUST016328,POL0616742,71,Female,South,Home,2632.63,39083.9,48850.82,Theft,813,96.5,Yes,Under Review,43069.71
CLM000224,CUST018783,POL0688096,20,Female,West,Auto,1016.97,62382.54,47235.54,Theft,376,88.14,Yes,Under Review,32468.73
CLM000225,CUST001777,POL0829388,71,Male,North,Auto,643.24,89996.12,41309.22,Property,345,4.03,No,Rejected,23764.82
CLM000226,CUST011306,POL0112409,40,Male,West,Auto,1330.3,10666.4,26741.04,Theft,493,68.93,No,Approved,18876.02
CLM000227,CUST001598,POL0864849,55,Male,West,Life,1579.24,5117.51,11034.02,Property,471,56.14,No,Approved,10543.71
CLM000228,CUST000661,POL0512441,44,Male,East,Life,2614.84,35034.59,22858.13,Medical,370,21.08,No,Approved,17976.9
CLM000229,CUST004669,POL0118565,58,Male,East,Health,2967.12,75862.45,33620.76,Accident,406,61.02,No,Approved,23157.19
CLM000230,CUST005189,POL0771156,49,Female,North,Auto,855.29,29099.5,7923.09,Property,656,97.6,Yes,Under Review,4415.66
CLM000231,CUST010528,POL0214967,47,Male,East,Health,2490.95,65950.96,10655.96,Medical,366,47.05,No,Approved,9364.16
CLM000232,CUST014574,POL0696928,32,Male,North,Life,3133.54,60881.55,15810.31,Theft,680,61.95,No,Approved,14982.88
CLM000233,CUST013932,POL0171306,47,Male,North,Home,3697.44,58514.32,48265.4,Property,497,91.73,Yes,Under Review,34178.82
CLM000234,CUST002968,POL0704418,34,Female,North,Auto,3370.83,73995.49,10736.82,Property,525,1.93,No,Approved,9552.32
CLM000235,CUST015892,POL0829339,24,Female,East,Life,3949.59,28926.63,15677.23,Property,758,77.84,Yes,Under Review,13715.3
CLM000236,CUST007977,POL0621486,77,Female,West,Health,2499.35,64162.17,1779.71,Property,692,9.9,No,Approved,977.84
CLM000237,CUST008966,POL0270701,40,Female,North,Health,2489.57,39059.33,13387.33,Accident,751,29.72,No,Approved,6984.31
CLM000238,CUST019510,POL0204561,19,Male,South,Home,1294.31,93991.56,14635.81,Medical,648,14.15,No,Approved,9841.17
CLM000239,CUST002412,POL0520697,50,Male,South,Auto,4431.64,43403.61,12465.59,Accident,439,46.48,No,Approved,10815.23
CLM000240,CUST004836,POL0687387,18,Male,East,Home,1732.14,32748.37,32653.32,Property,842,39.91,No,Approved,21505.74
CLM000241,CUST002585,POL0421086,30,Male,West,Home,4950.02,63034.34,23624.66,Theft,735,27.14,No,Approved,13298.84
CLM000242,CUST001364,POL0756780,31,Male,North,Home,2048.08,55754.9,46626.84,Accident,595,33.27,No,Rejected,41830.37
CLM000243,CUST019813,POL0546648,66,Female,West,Home,1239.84,81962.71,21517.51,Medical,621,49.44,No,Approved,19952.93
CLM000244,CUST018867,POL0863219,75,Male,South,Auto,3842.18,69402.21,43964.08,Theft,677,2.27,No,Approved,40059.16
CLM000245,CUST015237,POL0154365,67,Female,North,Home,681.33,8382.43,11664.4,Medical,567,16.51,No,Approved,6581.11
CLM000246,CUST012539,POL0707345,59,Male,East,Home,1855.99,77181.86,46701.2,Accident,443,36.05,No,Approved,24149.07
CLM000247,CUST005344,POL0104745,39,Female,East,Life,2023.25,99026.2,46446.77,Accident,576,11.97,No,Approved,31933.23
CLM000248,CUST006063,POL0625473,53,Female,East,Auto,2826.33,51085.18,34208.85,Medical,780,53.76,No,Approved,33585.79
CLM000249,CUST018615,POL0340925,26,Female,South,Auto,1374.14,98141.15,24715.93,Medical,609,85.3,Yes,Under Review,16236.51
CLM000250,CUST000435,POL0085889,50,Male,North,Life,4326.38,43975.93,13562.94,Theft,788,99.94,Yes,Under Review,12345.57
CLM000251,CUST006658,POL0795121,27,Female,East,Home,2761.78,20029.07,6450.51,Accident,521,67.42,No,Approved,3922.78
CLM000252,CUST003185,POL0483470,34,Female,West,Home,3509.96,36644.87,16514.05,Theft,608,91.66,Yes,Under Review,10287.11
CLM000253,CUST010762,POL0447156,72,Female,South,Health,2561.17,71257.47,48725.13,Accident,626,3.98,No,Approved,38379.3
CLM000254,CUST009713,POL0837193,34,Female,East,Life,2532.06,82428.18,22426.25,Accident,599,12.13,No,Approved,16701.43
CLM000255,CUST016220,POL0877372,53,Male,North,Home,3808.25,50426.95,24151.94,Property,459,78.81,Yes,Under Review,23002.16
CLM000256,CUST013074,POL0342772,20,Female,East,Auto,4637.77,55682.11,34330.54,Medical,764,73.62,No,Approved,32971.99
CLM000257,CUST013430,POL0313825,27,Female,South,Health,3996.08,58434.13,18478.13,Medical,433,89.53,Yes,Under Review,16309.53
CLM000258,CUST007343,POL0122001,55,Male,East,Life,543.27,19880.78,25472.27,Accident,562,54.48,No,Rejected,16714.9
CLM000259,CUST019482,POL0550150,36,Female,West,Life,578.89,43128.59,30152.95,Property,636,18.96,No,Approved,19350.02
CLM000260,CUST007620,POL0393311,24,Female,North,Home,1629.64,12429.54,29365.71,Accident,330,19.37,No,Approved,16972.66
CLM000261,CUST002846,POL0090497,32,Male,South,Health,4548.45,84431.73,3878.17,Theft,536,45.71,No,Approved,3682.29
CLM000262,CUST009800,POL0616534,24,Male,North,Home,1231.42,23406.58,5086.47,Theft,788,11.71,No,Approved,4521.04
CLM000263,CUST007135,POL0852566,43,Male,West,Life,3138.67,10878.22,23781.7,Medical,609,77.36,Yes,Under Review,22839.28
CLM000264,CUST010521,POL0769195,25,Male,East,Health,2503.5,73930.68,14933.83,Property,840,77.67,Yes,Under Review,12568.08
CLM000265,CUST009199,POL0552558,67,Female,North,Life,2406.48,87884.11,30768.44,Accident,730,92.34,Yes,Under Review,28308.99
CLM000266,CUST002195,POL0107794,24,Female,East,Health,338.14,55483.06,22083.4,Medical,777,49.66,No,Approved,20365.48
CLM000267,CUST017846,POL0457610,60,Male,East,Home,1063.8,80467.82,44631.17,Theft,849,14.64,No,Approved,22953.88
CLM000268,CUST012885,POL0540997,45,Female,West,Auto,1004.87,66239.82,12730.83,Theft,582,40.27,No,Approved,10079.36
CLM000269,CUST014944,POL0153684,38,Male,East,Life,4981.09,89744.93,48840.32,Property,409,89.54,Yes,Under Review,36522.96
CLM000270,CUST009851,POL0273621,31,Female,West,Home,2918.35,11516.53,5292.86,Accident,646,2.03,No,Approved,4350.79
CLM000271,CUST017304,POL0017115,19,Male,North,Health,1955.69,77425.2,16027.88,Property,491,35.84,No,Rejected,13240.41
CLM000272,CUST010706,POL0812234,49,Female,South,Health,865.35,70443.2,23899.57,Property,630,48.88,No,Approved,22242.66
CLM000273,CUST006934,POL0308303,31,Male,South,Home,1394.87,51510.25,46160.95,Accident,483,4.29,No,Approved,40442.87
CLM000274,CUST007420,POL0256276,56,Female,East,Home,3455.99,23689.06,15537.68,Accident,610,23.17,No,Approved,14190.51
CLM000275,CUST019715,POL0226586,57,Female,West,Home,1821.55,73956.11,19480.09,Theft,475,49.7,No,Approved,17114.25
CLM000276,CUST012781,POL0061272,37,Male,North,Auto,3572.25,52481.14,4194.86,Medical,641,20.5,No,Approved,2198.1
CLM000277,CUST007993,POL0019638,62,Male,West,Health,4510.69,59342.61,20400.71,Medical,747,13.23,No,Approved,15687.35
CLM000278,CUST003927,POL0087355,47,Female,West,Health,1606.17,5054.14,47241.16,Accident,722,65.82,No,Approved,37127.49
CLM000279,CUST008048,POL0033184,73,Female,South,Life,4480.29,11342.16,10755.32,Accident,532,97.24,Yes,Under Review,6059.61
CLM000280,CUST004929,POL0122322,72,Female,West,Home,4509.64,11523.2,28594.11,Accident,530,15.07,No,Approved,14702.04
CLM000281,CUST011509,POL0351135,49,Female,East,Auto,4037.95,16031.0,41200.45,Medical,551,5.71,No,Approved,22555.49
CLM000282,CUST002700,POL0769624,48,Female,East,Life,2574.56,42773.02,48490.47,Theft,562,54.28,No,Approved,35751.91
CLM000283,CUST004031,POL0301346,47,Female,East,Health,1619.21,83151.16,28736.84,Medical,819,67.0,No,Approved,18338.62
CLM000284,CUST006505,POL0330290,65,Male,West,Health,2520.0,5186.72,20971.71,Property,387,41.73,No,Approved,16245.22
CLM000285,CUST000384,POL0253240,39,Female,East,Health,1502.25,34417.5,45829.81,Theft,306,35.11,No,Approved,39846.85
CLM000286,CUST001644,POL0507354,72,Female,East,Auto,3487.14,65378.45,11923.16,Medical,307,25.08,No,Approved,9516.77
CLM000287,CUST019038,POL0046742,63,Female,South,Home,2634.21,47886.4,13295.02,Property,366,83.92,Yes,Under Review,10167.65
CLM000288,CUST005858,POL0457903,40,Female,West,Life,2350.74,61902.47,10903.12,Accident,343,13.57,No,Approved,9789.97
CLM000289,CUST002923,POL0159933,65,Female,North,Auto,365.16,16261.78,35271.69,Medical,406,79.33,Yes,Under Review,28522.6
CLM000290,CUST013298,POL0879641,46,Female,East,Home,859.44,23116.83,4072.27,Medical,321,51.11,No,Approved,3929.12
CLM000291,CUST018959,POL0554395,72,Male,South,Auto,1075.92,37372.07,19318.84,Medical,651,49.38,No,Approved,11545.29
CLM000292,CUST009076,POL0035140,56,Male,West,Home,3613.39,44779.41,34567.26,Medical,800,40.03,No,Approved,31707.94
CLM000293,CUST018817,POL0415113,50,Male,West,Home,1200.01,60816.41,7184.63,Accident,849,18.09,No,Approved,4554.14
CLM000294,CUST018736,POL0861383,51,Female,North,Life,3129.8,83466.89,21088.55,Property,483,47.67,No,Approved,10743.58
CLM000295,CUST000549,POL0653198,58,Male,North,Auto,4431.33,45862.31,36141.6,Theft,625,36.33,No,Approved,24455.47
CLM000296,CUST016301,POL0780398,79,Female,West,Life,654.84,5055.05,3343.93,Theft,644,93.11,Yes,Under Review,2652.16
CLM000297,CUST017224,POL0633800,62,Male,North,Home,377.82,93962.42,23172.4,Medical,479,85.53,Yes,Under Review,18433.82
CLM000298,CUST012207,POL0829418,54,Male,East,Home,1992.86,67592.34,9925.25,Property,307,91.93,Yes,Under Review,5187.21
CLM000299,CUST002097,POL0421385,33,Male,North,Home,4879.93,34704.49,39111.45,Property,481,40.8,No,Approved,38098.8
CLM000300,CUST008904,POL0760141,20,Male,East,Auto,3203.72,26560.91,27601.54,Medical,467,96.8,Yes,Under Review,14361.74
CLM000301,CUST011751,POL0798826,53,Male,West,Health,1175.24,61383.55,14382.0,Medical,646,30.97,No,Approved,11180.27
CLM000302,CUST018272,POL0420956,74,Female,North,Home,3739.36,25594.23,18625.87,Property,538,31.78,No,Approved,13002.39
CLM000303,CUST002205,POL0075453,39,Male,North,Home,4881.62,13163.92,41156.93,Medical,397,83.98,Yes,Under Review,40215.03
CLM000304,CUST009284,POL0443465,33,Male,South,Auto,4906.06,98171.12,33135.19,Medical,525,25.21,No,Approved,30964.13
CLM000305,CUST014324,POL0656363,76,Female,North,Home,2887.63,59414.14,22712.7,Medical,452,48.77,No,Approved,22163.26
CLM000306,CUST001042,POL0855240,71,Female,South,Life,3276.84,41766.24,31059.06,Theft,595,25.5,No,Rejected,24979.17
CLM000307,CUST018652,POL0645580,71,Female,West,Auto,2349.83,67301.28,39856.4,Medical,652,66.34,No,Approved,23512.96
CLM000308,CUST011221,POL0639423,58,Female,South,Auto,1007.79,36271.67,30979.84,Theft,584,83.71,Yes,Under Review,19054.64
CLM000309,CUST002300,POL0159832,74,Female,South,Auto,301.11,7369.89,26186.62,Property,474,68.07,No,Approved,13293.52
CLM000310,CUST002851,POL0623078,66,Male,East,Life,4989.88,98191.0,7208.04,Medical,757,96.44,Yes,Under Review,5232.19
CLM000311,CUST018195,POL0051698,75,Male,North,Auto,647.73,60007.32,15891.14,Property,545,77.84,Yes,Under Review,12539.54
CLM000312,CUST002138,POL0305397,26,Male,East,Health,1347.63,56317.39,12548.29,Theft,566,77.23,Yes,Under Review,8914.02
CLM000313,CUST005149,POL0546698,74,Female,South,Life,427.83,40817.8,34049.99,Accident,795,98.31,Yes,Under Review,32367.55
CLM000314,CUST013755,POL0143642,78,Female,East,Life,3467.35,83013.74,29099.77,Theft,676,70.14,No,Approved,25306.43
CLM000315,CUST002333,POL0868214,53,Female,North,Home,2998.71,24198.68,7058.22,Theft,835,80.09,Yes,Under Review,4749.71
CLM000316,CUST015268,POL0363396,35,Female,South,Life,711.64,28171.08,35099.21,Theft,675,95.49,Yes,Under Review,23909.03
CLM000317,CUST014473,POL0488627,55,Male,East,Auto,982.42,75674.48,25292.21,Medical,555,71.87,No,Approved,17810.23
CLM000318,CUST005376,POL0701879,34,Female,South,Auto,241.15,5577.19,19570.08,Medical,493,47.47,No,Approved,18257.79
CLM000319,CUST007813,POL0364914,53,Female,West,Auto,3028.09,71775.93,20831.72,Medical,363,42.47,No,Approved,16512.45
CLM000320,CUST013560,POL0573326,18,Female,West,Life,3009.16,74815.79,7242.34,Theft,335,90.79,Yes,Under Review,5511.15
CLM000321,CUST010516,POL0233333,26,Male,South,Life,3250.96,34089.99,45040.04,Theft,751,66.48,No,Rejected,31895.46
CLM000322,CUST009827,POL0788846,43,Male,West,Health,350.79,63944.76,42328.74,Property,786,24.86,No,Approved,34673.06
CLM000323,CUST002069,POL0515331,66,Male,East,Home,4183.02,49328.29,8015.56,Theft,353,87.71,Yes,Under Review,4626.08
CLM000324,CUST009739,POL0208222,65,Male,West,Life,1732.91,89743.67,27600.21,Accident,452,31.86,No,Approved,17001.46
CLM000325,CUST005440,POL0715290,26,Female,South,Home,1701.66,32804.01,13812.98,Accident,673,61.65,No,Rejected,10766.45
CLM000326,CUST000326,POL0129280,23,Male,North,Health,1688.8,33948.97,22793.01,Accident,671,72.05,No,Approved,20890.08
CLM000327,CUST010493,POL0438650,26,Female,East,Health,2556.96,76073.21,28646.02,Medical,602,97.08,Yes,Under Review,19604.76
CLM000328,CUST006853,POL0809400,48,Male,South,Life,3197.99,17653.28,34462.37,Theft,617,100.0,Yes,Under Review,20730.21
CLM000329,CUST016932,POL0514489,57,Female,West,Auto,4396.42,6921.26,17345.12,Medical,691,63.46,No,Approved,16797.16
CLM000330,CUST000060,POL0108489,72,Female,North,Auto,2564.46,70851.82,34592.12,Theft,633,3.17,No,Approved,28228.79
CLM000331,CUST000783,POL0823001,65,Male,East,Life,2452.88,67638.59,19631.14,Accident,822,82.07,Yes,Under Review,13608.25
CLM000332,CUST008390,POL0749063,60,Male,North,Home,2935.25,68517.84,3803.79,Medical,307,31.28,No,Approved,3380.24
CLM000333,CUST011621,POL0793182,55,Male,South,Home,1285.36,27011.24,23303.84,Accident,738,49.06,No,Approved,22085.77
CLM000334,CUST014999,POL0703429,58,Female,West,Auto,1249.94,45010.93,35556.07,Property,633,1.35,No,Rejected,31691.86
CLM000335,CUST013890,POL0252174,20,Male,North,Health,3114.71,51878.79,11272.09,Medical,387,55.78,No,Approved,10853.67
CLM000336,CUST018001,POL0662071,63,Female,South,Auto,4023.6,24702.03,1448.2,Accident,813,4.84,No,Approved,909.73
CLM000337,CUST018311,POL0674687,30,Male,South,Health,1317.03,56450.6,4593.55,Accident,492,34.73,No,Approved,2505.27
CLM000338,CUST013702,POL0788141,62,Male,West,Life,4098.4,19930.92,24001.6,Accident,562,82.8,Yes,Under Review,23623.11
CLM000339,CUST008644,POL0645266,19,Male,North,Health,1805.07,27589.25,11114.43,Medical,787,31.52,No,Approved,9131.77
CLM000340,CUST015477,POL0710062,73,Female,West,Auto,963.98,10706.67,4228.34,Accident,773,7.79,No,Approved,3739.84
CLM000341,CUST008158,POL0022161,31,Male,East,Auto,3657.25,31044.23,7951.85,Theft,369,36.16,No,Approved,4709.47
CLM000342,CUST006368,POL0024169,65,Male,North,Life,2401.07,85614.05,9024.83,Accident,416,45.01,No,Approved,6575.73
CLM000343,CUST016613,POL0072309,44,Male,East,Life,3133.26,50477.88,39574.69,Accident,734,62.27,No,Approved,32386.39
CLM000344,CUST018155,POL0792448,76,Male,West,Home,467.14,66357.64,11108.95,Medical,414,86.46,Yes,Under Review,7462.71
CLM000345,CUST012892,POL0595613,22,Male,North,Life,4345.51,97967.45,1008.79,Medical,364,98.81,Yes,Under Review,665.04
CLM000346,CUST018985,POL0619024,62,Female,North,Auto,2998.82,11909.78,25619.77,Property,356,36.51,No,Approved,25441.51
CLM000347,CUST009333,POL0463558,25,Female,North,Life,2705.89,12012.51,30499.84,Theft,603,27.12,No,Approved,18092.99
CLM000348,CUST007757,POL0373545,68,Female,South,Life,4030.69,99356.29,3382.79,Accident,357,63.91,No,Approved,1933.31
CLM000349,CUST006471,POL0051216,56,Male,West,Life,2899.83,58377.44,32002.6,Property,519,48.18,No,Approved,31951.89
CLM000350,CUST018272,POL0554115,73,Female,South,Home,3959.28,81012.59,28874.7,Medical,669,5.64,No,Rejected,20620.59
CLM000351,CUST013223,POL0655381,38,Male,North,Auto,4137.03,53271.48,15637.65,Accident,337,99.38,Yes,Under Review,12446.33
CLM000352,CUST008037,POL0895731,20,Female,East,Auto,3361.18,65735.17,42338.76,Accident,836,81.96,Yes,Under Review,37402.99
CLM000353,CUST005621,POL0753927,58,Female,West,Health,4228.42,7882.18,6381.15,Theft,789,61.17,No,Approved,3662.65
CLM000354,CUST001765,POL0201523,69,Female,West,Home,2351.14,45865.74,21369.9,Medical,669,33.59,No,Approved,17640.93
CLM000355,CUST009411,POL0873840,41,Female,North,Life,2525.89,26297.43,23727.94,Accident,795,25.9,No,Approved,21451.8
CLM000356,CUST009499,POL0544473,59,Female,West,Life,1261.9,48667.2,1151.25,Medical,496,73.54,No,Approved,877.44
CLM000357,CUST019427,POL0457295,57,Female,West,Auto,3213.89,50033.93,37682.45,Property,321,67.69,No,Rejected,35160.03
CLM000358,CUST012251,POL0714922,52,Male,East,Home,4180.84,93047.75,9531.25,Medical,554,32.82,No,Approved,8971.36
CLM000359,CUST009108,POL0123238,45,Female,West,Life,3919.68,8552.54,1733.49,Theft,831,15.5,No,Approved,899.27
CLM000360,CUST018943,POL0364913,29,Female,West,Auto,1346.77,36864.41,19968.3,Property,343,8.82,No,Approved,14427.9
CLM000361,CUST005872,POL0570751,76,Female,South,Health,4412.41,34970.87,27753.77,Property,528,12.0,No,Approved,22157.8
CLM000362,CUST002340,POL0119208,29,Male,East,Health,462.33,29255.72,44120.2,Theft,749,48.7,No,Rejected,25286.03
CLM000363,CUST002285,POL0860370,36,Male,North,Health,398.08,48909.82,44843.77,Medical,416,78.86,Yes,Under Review,40777.15
CLM000364,CUST005247,POL0235242,57,Male,East,Health,2357.46,56447.31,17159.49,Medical,805,44.64,No,Approved,11981.67
CLM000365,CUST011267,POL0779932,55,Female,South,Home,4903.47,41939.29,31236.01,Property,340,85.43,Yes,Under Review,21686.39
CLM000366,CUST010535,POL0659571,35,Male,West,Life,1062.12,76900.02,31832.58,Accident,812,44.22,No,Rejected,17769.5
CLM000367,CUST017095,POL0384707,72,Female,North,Auto,4233.88,85536.02,24351.9,Medical,643,46.87,No,Approved,18064.69
CLM000368,CUST012546,POL0847558,62,Male,East,Auto,576.91,62262.93,21876.83,Accident,662,11.0,No,Approved,21521.12
CLM000369,CUST013732,POL0219483,72,Male,South,Health,4873.42,88066.99,1439.13,Property,766,93.05,Yes,Under Review,788.39
CLM000370,CUST016645,POL0887303,46,Male,East,Auto,4319.39,78688.25,8299.94,Medical,388,27.85,No,Rejected,5387.47
CLM000371,CUST018840,POL0463989,22,Female,South,Health,3231.79,12798.62,42636.18,Theft,815,48.73,No,Rejected,34749.79
CLM000372,CUST008057,POL0878440,65,Female,West,Auto,2924.21,35591.38,18387.11,Property,371,5.41,No,Approved,10587.53
CLM000373,CUST003871,POL0686988,18,Female,North,Auto,3575.06,71129.3,41863.46,Accident,610,59.38,No,Approved,28772.61
CLM000374,CUST009351,POL0554169,69,Female,West,Health,4710.48,24760.09,14534.42,Property,517,97.41,Yes,Under Review,11802.25
CLM000375,CUST019729,POL0350917,78,Male,West,Life,2982.55,41092.52,41257.46,Medical,561,85.42,Yes,Under Review,20633.2
CLM000376,CUST004342,POL0106165,50,Male,North,Home,444.91,84695.6,31871.87,Medical,557,32.03,No,Rejected,22360.69
CLM000377,CUST003136,POL0587616,50,Female,East,Life,3068.57,93608.73,34218.95,Medical,434,4.66,No,Approved,21299.35
CLM000378,CUST007379,POL0711398,79,Female,North,Life,3339.79,36243.53,17536.18,Property,690,56.93,No,Approved,10542.42
CLM000379,CUST014754,POL0778393,24,Male,East,Home,2892.56,78583.43,25177.51,Accident,411,98.01,Yes,Under Review,12882.38
CLM000380,CUST013845,POL0393367,52,Female,North,Auto,332.72,33666.28,10368.94,Medical,383,15.41,No,Approved,9995.6
CLM000381,CUST015787,POL0505024,51,Male,North,Auto,742.04,86891.79,24676.29,Accident,623,40.81,No,Approved,13300.92
CLM000382,CUST007254,POL0183895,42,Female,North,Life,3860.38,50466.23,913.5,Property,705,17.71,No,Approved,827.6
CLM000383,CUST004485,POL0591330,63,Male,North,Auto,4336.96,46599.12,13658.39,Medical,423,17.67,No,Approved,7176.61
