Claim_ID,Customer_ID,Policy_Number,Age,Gender,Region,Policy_Type,Premium_Amount,Coverage_Amount,Claim_Amount,Claim_Type,Credit_Score,Fraud_Risk_Score,Fraud_Flag,Claim_Status,Settlement_Amount,Claim_Date,Handled_By_Staff_ID,Identity_Changed_Flag,KYC_Update_Date,Days_KYC_To_Claim,Enriched_Address_Change_Flag,Enriched_Past_Claims_Count,Enriched_Witness_Present,Enriched_Police_Report_Filed,Enriched_Safety_Rating,Enriched_Days_Open,Enriched_Form_Defects_Count,Enriched_Claim_Channel
CLM000117,CUST019656,POL0671535,19,Female,North,Home,4167.58,17844.25,17540.1,Accident,362,94.19,Yes,Under Review,16300.37,2025-02-10 20:35:26.262132,AGENT00627,0,,,1,0,1,1,93,9.947513105,3,Broker
CLM000118,CUST001878,POL0740685,44,Female,East,Home,1116.85,75760.94,27403.57,Accident,498,90.19,Yes,Under Review,21038.4,2025-06-15 20:35:26.262135,AGENT00896,0,,,0,0,0,1,75,9.86201134,5,Phone
CLM000119,CUST013886,POL0152344,36,Male,East,Health,4953.66,63687.64,11981.67,Theft,684,88.42,Yes,Under Review,7496.05,2025-02-06 20:35:26.262137,AGENT00110,0,,,0,0,0,1,80,10.75552095,6,Broker
CLM000120,CUST017213,POL0702575,29,Female,South,Health,4400.02,82505.87,21379.25,Medical,714,48.68,No,Approved,14971.97,2025-05-27 20:35:26.262139,AGENT00077,1,2025-05-22 20:35:26.262139,5.0,0,0,0,1,53,3.768716875,5,Online
CLM000121,CUST008599,POL0030752,57,Male,South,Health,2969.03,54097.89,22058.49,Accident,833,91.85,Yes,Under Review,15833.62,2026-04-14 20:35:26.262141,AGENT00306,1,2026-04-01 20:35:26.262141,13.0,1,0,0,1,94,7.267855611,4,Phone
CLM000122,CUST008478,POL0275269,19,Female,East,Health,3354.92,94296.31,31788.04,Accident,425,73.53,No,Rejected,25888.53,2026-03-22 20:35:26.262145,AGENT00204,0,,,0,1,0,1,54,9.902192908,3,Broker
CLM000123,CUST015951,POL0522962,60,Female,North,Auto,3281.97,22989.93,1748.78,Property,487,47.39,No,Rejected,1678.21,2025-06-13 20:35:26.262147,AGENT01062,0,,,0,0,0,1,80,9.634888582,3,Broker
CLM000124,CUST002736,POL0479488,75,Female,North,Home,3176.46,13584.16,30916.91,Accident,612,93.27,Yes,Under Review,29608.3,2026-05-08 20:35:26.262149,AGENT00271,1,2026-04-25 20:35:26.262149,13.0,1,2,0,1,89,4.116782236,6,Online
CLM000125,CUST017626,POL0175242,69,Female,West,Health,1783.48,26712.04,35877.25,Theft,673,18.51,No,Rejected,23871.22,2025-11-29 20:35:26.262151,AGENT01177,0,,,1,0,0,0,86,4.296660207,3,Online
CLM000126,CUST013099,POL0638313,35,Female,North,Auto,2808.66,39437.08,9796.24,Property,580,63.45,No,Approved,5776.69,2026-05-07 20:35:26.262154,AGENT00417,0,,,1,0,0,0,62,7.567126291,6,Broker
CLM000127,CUST015862,POL0585154,39,Male,West,Life,639.71,72663.85,46164.78,Theft,361,22.0,No,Approved,35497.16,2025-10-30 20:35:26.262156,AGENT00236,0,,,1,0,0,0,77,9.058999464,2,Phone
CLM000128,CUST003800,POL0720601,18,Female,South,Auto,3087.45,33911.51,47326.05,Property,471,84.63,Yes,Under Review,30131.34,2025-09-22 20:35:26.262158,AGENT00980,1,2025-09-18 20:35:26.262158,4.0,0,0,0,0,90,7.32712985,8,Broker
CLM000129,CUST008469,POL0321550,62,Female,West,Health,2646.28,9784.53,24397.19,Accident,663,59.29,No,Approved,19187.99,2025-04-29 20:35:26.262160,AGENT00800,0,,,1,0,1,1,71,9.132643515,5,Broker
CLM000130,CUST005058,POL0222978,32,Male,East,Life,2431.12,84228.76,25859.04,Theft,512,68.85,No,Rejected,18320.22,2025-02-05 20:35:26.262163,AGENT00578,0,,,0,2,1,0,81,9.183976164,4,Phone
CLM000131,CUST017468,POL0798374,70,Female,West,Health,1613.45,17525.82,46955.58,Theft,315,68.48,No,Approved,33441.14,2026-02-20 20:35:26.262165,AGENT00676,0,,,0,0,1,1,79,12.32850147,8,Broker
CLM000132,CUST015330,POL0209010,61,Female,East,Home,381.74,24837.07,3752.19,Medical,724,82.55,Yes,Under Review,2820.59,2026-02-04 20:35:26.262168,AGENT00874,0,,,1,0,0,1,81,7.554918544,7,Broker
CLM000133,CUST018272,POL0392792,36,Female,East,Auto,3443.22,50423.0,37033.96,Medical,553,17.74,No,Approved,30554.93,2024-12-19 20:35:26.262170,AGENT00278,0,,,1,0,1,0,74,11.12111371,1,Broker
CLM000134,CUST009282,POL0297909,33,Male,North,Health,4615.15,91848.57,21457.84,Medical,477,90.87,Yes,Under Review,11807.94,2024-11-04 20:35:26.262172,AGENT01198,1,2024-10-25 20:35:26.262172,10.0,1,0,1,1,92,9.646227731,2,Broker
CLM000135,CUST010635,POL0841638,79,Male,South,Health,1693.25,46778.77,23105.85,Accident,374,83.63,Yes,Under Review,22397.0,2025-01-07 20:35:26.262174,AGENT01176,1,2024-12-30 20:35:26.262174,8.0,0,0,1,0,89,3.395418998,1,Online
CLM000136,CUST010408,POL0094779,48,Female,West,Home,555.64,30899.72,8645.19,Theft,482,62.18,No,Rejected,6977.69,2025-02-20 20:35:26.262176,AGENT00790,0,,,0,0,0,1,74,9.722824263,1,Broker
CLM000137,CUST008562,POL0003311,48,Female,North,Health,2983.97,66686.34,23205.03,Accident,700,53.78,No,Approved,21123.64,2026-06-21 20:35:26.262184,AGENT00250,0,,,0,0,0,1,66,3.906777796,4,Online
CLM000138,CUST000976,POL0574117,31,Male,West,Health,1284.83,67464.11,9292.69,Accident,596,53.85,No,Approved,9170.78,2025-02-27 20:35:26.262187,AGENT00818,0,,,0,0,1,0,73,10.47508885,3,Phone
CLM000139,CUST016996,POL0810686,64,Male,South,Life,3761.49,53457.71,23997.14,Theft,676,74.34,No,Rejected,12742.77,2026-08-14 20:35:26.262189,AGENT00094,0,,,0,0,1,1,91,8.829357743,4,Broker
CLM000140,CUST005134,POL0261212,24,Male,West,Home,4352.88,65687.53,15699.8,Medical,542,96.87,Yes,Under Review,10532.15,2025-11-23 20:35:26.262192,AGENT00044,1,2025-11-08 20:35:26.262192,15.0,1,0,0,1,76,9.98650138,6,Broker
CLM000141,CUST017532,POL0763429,53,Female,East,Health,3365.23,82574.91,25801.63,Property,422,48.65,No,Rejected,22266.27,2026-05-20 20:35:26.262194,AGENT00321,0,,,1,1,0,1,66,9.142038741,2,Phone
CLM000142,CUST001489,POL0033142,77,Male,South,Health,3598.38,55961.06,40189.49,Property,522,46.55,No,Approved,26197.22,2024-11-21 20:35:26.262196,AGENT00535,0,,,1,0,0,0,84,11.44662578,3,Broker
CLM000143,CUST009322,POL0586931,52,Male,East,Life,1065.07,51410.14,38481.14,Accident,341,76.55,Yes,Under Review,36556.73,2025-10-16 20:35:26.262198,AGENT01061,1,2025-09-30 20:35:26.262198,16.0,1,1,0,1,66,9.081475592,6,Phone
CLM000144,CUST009210,POL0560356,41,Female,South,Home,3898.51,41106.84,19086.17,Medical,788,0.92,No,Rejected,16613.66,2025-10-12 20:35:26.262200,AGENT00892,0,,,1,0,0,0,86,10.96155642,2,Broker
CLM000145,CUST015666,POL0301974,62,Female,West,Life,3310.99,94723.66,34413.37,Accident,618,77.63,Yes,Under Review,24897.06,2026-05-20 20:35:26.262202,AGENT00916,1,2026-05-19 20:35:26.262202,1.0,1,1,0,1,86,11.0560433,6,Broker
CLM000146,CUST006007,POL0723906,20,Female,West,Life,1903.21,28620.59,4292.16,Medical,390,63.84,No,Approved,3445.81,2026-01-09 20:35:26.262205,AGENT00509,0,,,1,0,0,0,58,10.74728775,3,Broker
CLM000147,CUST001666,POL0020326,60,Male,North,Health,2743.78,49043.14,42293.39,Medical,521,76.56,Yes,Under Review,23808.48,2026-03-12 20:35:26.262207,AGENT00430,0,,,1,0,0,0,63,8.218712745,3,Phone
CLM000148,CUST008671,POL0019001,31,Female,East,Health,4823.12,43151.33,13816.79,Property,815,37.38,No,Approved,12381.45,2025-06-01 20:35:26.262209,AGENT00461,1,2025-05-11 20:35:26.262209,21.0,1,0,1,0,73,8.975350346,6,Phone
CLM000149,CUST006811,POL0373032,29,Female,West,Life,4722.86,73301.17,2023.14,Accident,800,3.55,No,Approved,1212.9,2026-04-06 20:35:26.262211,AGENT01187,0,,,0,1,1,0,68,10.06577356,2,Broker
CLM000150,CUST008483,POL0348752,43,Female,West,Auto,3919.74,81251.46,45517.78,Property,488,66.86,No,Approved,41387.51,2024-09-28 20:35:26.262214,AGENT00053,0,,,1,0,0,0,82,10.00884752,5,Broker
CLM000151,CUST011355,POL0422467,42,Female,North,Auto,476.72,84245.58,38264.37,Property,451,26.72,No,Approved,22493.75,2026-08-14 20:35:26.262216,AGENT01060,0,,,0,1,0,0,39,6.541639253,3,Broker
CLM000152,CUST017642,POL0446530,49,Female,South,Health,2820.4,87100.32,7686.92,Medical,426,34.38,No,Rejected,5759.99,2025-01-12 20:35:26.262218,AGENT00706,0,,,1,0,0,1,57,8.268213758,7,Broker
CLM000153,CUST007510,POL0347649,29,Male,West,Auto,1095.88,74644.35,33361.2,Property,720,96.37,Yes,Under Review,25160.06,2026-08-16 20:35:26.262221,AGENT00521,0,,,0,2,0,1,89,11.08965907,3,Broker
CLM000154,CUST002209,POL0037547,49,Male,West,Home,1610.59,55646.92,15211.13,Property,707,54.46,No,Approved,12404.4,2026-03-20 20:35:26.262223,AGENT00887,0,,,1,0,0,0,47,7.835406868,2,Phone
CLM000155,CUST013495,POL0438413,29,Female,East,Auto,4809.05,23441.95,22565.43,Accident,592,5.54,No,Approved,21636.76,2025-06-17 20:35:26.262225,AGENT00567,0,,,0,0,0,1,71,8.453769178,5,Broker
CLM000156,CUST003044,POL0025958,74,Male,West,Life,4808.85,27771.8,36800.38,Property,506,54.66,No,Approved,26613.09,2026-07-05 20:35:26.262235,AGENT01063,0,,,0,1,0,0,79,10.13368392,2,Phone
CLM000157,CUST018437,POL0506684,61,Female,South,Home,2821.2,32261.26,29938.01,Property,739,62.85,No,Approved,27099.91,2025-08-31 20:35:26.262238,AGENT01093,0,,,1,3,0,1,84,10.38308314,1,Phone
CLM000158,CUST011948,POL0124092,72,Female,North,Life,1387.04,77786.98,38820.72,Theft,317,33.04,No,Approved,26863.34,2025-01-09 20:35:26.262240,AGENT00507,0,,,0,0,0,0,83,8.909396597,2,Broker
CLM000159,CUST010083,POL0005490,26,Female,South,Home,1545.29,66702.19,26240.9,Property,362,95.01,Yes,Under Review,25258.33,2025-07-14 20:35:26.262242,AGENT00352,1,2025-07-13 20:35:26.262242,1.0,1,0,1,0,43,3.302658237,5,Online
CLM000160,CUST009872,POL0010515,78,Female,East,Life,697.13,76616.55,4431.66,Accident,404,59.93,No,Approved,2979.91,2025-12-06 20:35:26.262245,AGENT00718,0,,,1,2,1,1,76,8.923542382,1,Broker
CLM000161,CUST007996,POL0836014,19,Female,East,Home,3129.43,82077.37,45877.25,Theft,509,84.66,Yes,Under Review,24510.57,2025-02-25 20:35:26.262247,AGENT01105,1,2025-02-07 20:35:26.262247,18.0,0,0,0,1,65,10.63587474,4,Broker
CLM000162,CUST009697,POL0066491,26,Female,South,Home,2390.24,30461.11,46579.88,Accident,398,71.71,No,Approved,41030.63,2025-12-25 20:35:26.262249,AGENT00262,0,,,0,0,0,1,90,8.458186809,3,Broker
CLM000163,CUST000817,POL0332316,62,Female,West,Auto,2273.26,50494.3,19312.98,Theft,359,39.52,No,Approved,10717.41,2024-09-20 20:35:26.262252,AGENT00756,0,,,1,0,0,1,74,8.731453393,3,Broker
CLM000164,CUST014192,POL0723941,36,Male,North,Life,4791.01,31966.1,40175.79,Accident,362,20.68,No,Approved,33305.72,2025-06-13 20:35:26.262254,AGENT00767,0,,,1,1,0,1,64,8.202941324,3,Phone
CLM000165,CUST013068,POL0314727,78,Female,West,Health,2331.06,81668.63,15257.09,Property,688,28.07,No,Approved,11801.4,2026-02-11 20:35:26.262256,AGENT00898,1,2026-02-01 20:35:26.262256,10.0,1,0,0,1,92,10.36679716,4,Broker
CLM000166,CUST005290,POL0063342,45,Male,South,Health,4337.61,20147.5,11453.91,Accident,399,93.88,Yes,Under Review,9167.1,2025-03-18 20:35:26.262259,AGENT00173,1,2025-03-02 20:35:26.262259,16.0,0,0,0,0,58,11.74489981,2,Broker
CLM000167,CUST005189,POL0460676,56,Male,North,Health,2901.22,31322.49,6020.64,Medical,332,50.7,No,Approved,3742.29,2026-02-18 20:35:26.262261,AGENT00870,0,,,1,0,0,1,49,11.37785266,4,Broker
CLM000168,CUST013304,POL0764306,60,Female,East,Health,3554.05,40881.61,46535.96,Medical,320,9.1,No,Approved,24305.93,2025-01-03 20:35:26.262263,AGENT01104,0,,,1,0,0,1,93,7.905611894,8,Broker
CLM000169,CUST017476,POL0528157,71,Female,North,Life,1112.26,74689.25,39207.34,Property,615,4.41,No,Approved,23730.86,2026-06-19 20:35:26.262266,AGENT00232,0,,,1,0,1,0,78,11.00924347,6,Phone
CLM000170,CUST006452,POL0875361,23,Male,East,Health,4549.67,75775.31,31313.38,Accident,346,57.3,No,Approved,22868.16,2025-07-19 20:35:26.262268,AGENT00293,0,,,0,0,0,0,92,3.774384266,3,Online
CLM000171,CUST011552,POL0453326,75,Female,North,Health,899.8,86508.92,39658.65,Accident,544,53.03,No,Approved,38232.39,2026-07-03 20:35:26.262270,AGENT01172,0,,,1,0,1,0,94,10.23554915,3,Broker
CLM000172,CUST016603,POL0631304,22,Female,East,Auto,4918.91,98558.87,47813.05,Theft,389,85.86,Yes,Under Review,38636.09,2026-02-18 20:35:26.262272,AGENT00234,1,2026-02-17 20:35:26.262272,1.0,0,0,0,1,73,8.593157665,4,Phone
CLM000173,CUST006278,POL0796806,62,Male,South,Home,3647.6,37664.43,31278.98,Accident,378,82.0,Yes,Under Review,20904.9,2026-06-02 20:35:26.262275,AGENT01051,0,,,1,0,0,0,65,8.594357072,2,Broker
CLM000174,CUST002061,POL0277826,52,Male,North,Health,1042.43,44492.53,17477.3,Accident,474,80.02,Yes,Under Review,14212.33,2025-04-08 20:35:26.262277,AGENT00574,1,2025-03-30 20:35:26.262277,9.0,1,0,0,0,90,12.05242707,2,Broker
CLM000175,CUST006243,POL0256138,28,Female,South,Auto,4228.04,47954.54,5630.71,Property,305,34.75,No,Approved,4835.6,2025-02-20 20:35:26.262279,AGENT00306,0,,,1,0,0,1,75,8.24333205,1,Phone
CLM000176,CUST012704,POL0290298,31,Male,South,Home,3556.41,31733.12,47359.07,Medical,534,61.71,No,Approved,32904.02,2025-10-04 20:35:26.262282,AGENT01062,0,,,1,0,0,0,89,11.66461373,4,Broker
CLM000177,CUST010569,POL0344296,38,Female,South,Auto,3750.13,40512.47,46869.37,Accident,515,94.37,Yes,Under Review,27662.28,2025-03-01 20:35:26.262284,AGENT00526,0,,,0,0,0,1,78,10.05892757,2,Broker
CLM000178,CUST009452,POL0008714,30,Male,West,Health,2568.88,14578.46,15984.08,Medical,586,80.8,Yes,Under Review,12678.32,2026-03-23 20:35:26.262286,AGENT00612,1,2026-03-23 20:35:26.262286,0.0,0,1,0,0,77,4.298210755,4,Online
CLM000179,CUST016427,POL0476108,75,Male,North,Life,3897.73,24321.52,27344.25,Property,618,65.95,No,Approved,21037.56,2026-03-14 20:35:26.262288,AGENT00446,1,2026-03-12 20:35:26.262288,2.0,1,2,0,1,59,4.487642638,2,Online
CLM000180,CUST019183,POL0053059,76,Male,West,Health,953.88,76049.9,42967.17,Medical,779,73.05,No,Approved,35635.57,2024-09-17 20:35:26.262291,AGENT00718,0,,,0,1,0,0,52,11.8363848,4,Broker
CLM000181,CUST015684,POL0533622,67,Male,West,Health,4419.66,45893.35,29925.88,Theft,481,27.18,No,Approved,26663.4,2026-05-23 20:35:26.262293,AGENT00213,0,,,1,0,0,0,86,8.686331296,1,Phone
CLM000182,CUST014927,POL0768659,29,Male,North,Auto,3032.25,98644.7,16601.24,Medical,655,12.51,No,Approved,15693.44,2025-08-14 20:35:26.262295,AGENT00476,0,,,0,0,0,0,86,4.32166808,4,Online
CLM000183,CUST009015,POL0344260,18,Male,East,Life,783.82,38277.52,49918.57,Theft,804,30.53,No,Approved,41022.55,2026-01-30 20:35:26.262298,AGENT01172,0,,,1,0,0,1,83,11.66212242,4,Broker
CLM000184,CUST001078,POL0374552,43,Male,North,Health,4671.67,95682.11,24284.76,Medical,308,31.54,No,Approved,21012.15,2024-10-06 20:35:26.262300,AGENT00322,0,,,1,1,0,0,64,10.0975921,2,Phone
CLM000185,CUST006914,POL0760680,33,Male,North,Health,1105.9,32023.21,10540.32,Medical,316,60.58,No,Approved,6273.73,2025-01-09 20:35:26.262302,AGENT00798,0,,,0,0,0,0,95,10.93023119,4,Broker
CLM000186,CUST012002,POL0659575,66,Female,East,Health,1333.51,44776.76,7373.09,Medical,441,41.73,No,Approved,3962.29,2025-09-23 20:35:26.262304,AGENT00406,0,,,1,0,0,0,70,8.467664509,5,Broker
CLM000187,CUST013878,POL0010009,64,Male,South,Life,2687.32,88444.75,42771.04,Property,583,36.03,No,Rejected,40865.34,2025-07-28 20:35:26.262307,AGENT00952,0,,,1,0,0,1,76,8.919923339,2,Phone
CLM000188,CUST010654,POL0105001,37,Female,East,Life,4443.37,48661.81,27005.79,Property,828,47.05,No,Rejected,14634.53,2025-05-20 20:35:26.262309,AGENT00171,0,,,0,0,1,1,60,10.66660243,3,Broker
CLM000189,CUST014224,POL0622425,60,Female,East,Life,1158.31,23730.27,7304.7,Medical,727,43.04,No,Approved,3734.68,2024-11-15 20:35:26.262311,AGENT01172,0,,,0,0,0,0,77,10.18415702,4,Broker
CLM000190,CUST003747,POL0065634,54,Female,North,Home,908.69,50567.43,19167.51,Accident,729,73.34,No,Approved,11156.33,2025-05-21 20:35:26.262313,AGENT00532,0,,,0,0,0,0,88,11.79718136,1,Broker
CLM000191,CUST006792,POL0492776,61,Female,East,Auto,337.77,42976.78,42295.29,Property,823,80.58,Yes,Under Review,31947.49,2026-04-20 20:35:26.262316,AGENT00289,0,,,1,0,*,0,98,9.997187401,2,Broker
CLM000192,CUST015016,POL0747126,36,Female,North,Health,3827.45,64453.07,49280.35,Medical,839,67.06,No,Approved,47970.95,2024-12-06 20:35:26.262318,AGENT00095,1,2024-11-27 20:35:26.262318,9.0,1,0,0,0,81,12.56564979,4,Broker
CLM000193,CUST019722,POL0481792,26,Female,West,Health,1721.96,95471.71,26678.13,Accident,816,78.43,Yes,Under Review,18052.19,2024-12-13 20:35:26.262320,AGENT00221,0,,,1,0,0,1,87,7.429437647,5,Phone
CLM000194,CUST014095,POL0472450,26,Female,South,Health,2012.52,86935.57,36945.38,Theft,468,22.5,No,Approved,24361.56,2026-01-27 20:35:26.262322,AGENT00616,0,,,0,2,0,0,67,11.07349692,3,Broker
CLM000195,CUST001432,POL0061833,38,Male,West,Health,2387.7,68087.43,30757.49,Property,791,16.3,No,Approved,24759.99,2024-11-26 20:35:26.262325,AGENT00418,0,,,0,0,1,1,86,10.7588076,5,Broker
CLM000196,CUST017075,POL0409009,49,Male,West,Auto,1499.05,49181.78,33013.77,Accident,469,26.05,No,Approved,31522.47,2026-03-16 20:35:26.262327,AGENT01023,0,,,0,0,0,1,91,10.12837638,5,Broker
CLM000197,CUST019396,POL0014439,21,Male,West,Life,4979.14,75336.56,22546.32,Accident,450,31.55,No,Approved,12117.24,2025-01-23 20:35:26.262329,AGENT00514,0,,,0,0,1,0,71,4.376815451,5,Online
CLM000198,CUST013474,POL0791664,75,Female,West,Life,1633.8,11495.49,34985.78,Theft,439,22.52,No,Approved,32199.87,2025-01-26 20:35:26.262331,AGENT00308,0,,,1,0,0,0,61,6.909091853,5,Phone
CLM000199,CUST018864,POL0405308,56,Male,East,Life,3278.71,58910.5,21272.27,Accident,616,34.0,No,Approved,13689.96,2026-07-24 20:35:26.262334,AGENT00749,0,,,0,0,1,1,79,9.925324372,1,Phone
CLM000200,CUST019687,POL0000259,77,Male,North,Life,4063.61,92829.39,8005.85,Theft,445,39.93,No,Approved,5424.17,2026-01-16 20:35:26.262336,AGENT00854,0,,,0,0,0,1,79,8.686395945,9,Broker
CLM000201,CUST013368,POL0256880,55,Female,West,Life,4045.14,87256.62,47916.83,Accident,557,50.33,No,Approved,37508.93,2026-04-02 20:35:26.262338,AGENT00219,0,,,1,0,0,0,74,10.02869352,8,Phone
CLM000202,CUST017848,POL0154818,39,Female,South,Home,1311.86,65971.17,29741.13,Property,537,68.15,No,Approved,21689.83,2025-03-05 20:35:26.262341,AGENT00219,0,,,1,0,0,0,89,4.430578678,5,Online
CLM000203,CUST017449,POL0329574,62,Female,North,Life,3063.71,15803.97,2123.9,Accident,718,71.68,No,Approved,1322.55,2025-06-15 20:35:26.262343,AGENT00051,0,,,1,0,0,0,79,4.237042721,3,Online
CLM000204,CUST004958,POL0782570,40,Male,West,Home,4122.22,29759.37,40094.88,Property,705,68.02,No,Approved,38917.07,2026-03-11 20:35:26.262345,AGENT00906,0,,,1,0,1,1,77,9.607597068,5,Broker
CLM000205,CUST002585,POL0289008,56,Female,South,Life,815.68,64629.48,13491.84,Medical,746,41.1,No,Approved,9222.36,2026-05-31 20:35:26.262348,AGENT00806,0,,,1,1,0,1,48,10.02837431,3,Phone
CLM000206,CUST019695,POL0689234,53,Male,North,Life,2901.77,9586.04,30998.47,Medical,334,78.3,Yes,Under Review,22904.44,2025-11-24 20:35:26.262350,AGENT00549,0,,,0,0,1,0,84,9.358286062,4,Broker
CLM000207,CUST016255,POL0002738,25,Male,East,Auto,4668.76,35521.54,17441.28,Theft,651,19.75,No,Approved,16686.77,2025-04-21 20:35:26.262352,AGENT01038,0,,,0,0,1,1,69,9.899965596,4,Broker
CLM000208,CUST008720,POL0740996,37,Male,South,Auto,4206.58,20965.2,42254.55,Theft,459,82.8,Yes,Under Review,41927.72,2026-03-23 20:35:26.262355,AGENT01001,0,,,0,0,0,1,80,10.19305529,4,Broker
CLM000209,CUST008896,POL0487608,26,Male,North,Life,3000.3,53770.92,32058.8,Theft,480,38.11,No,Approved,18480.47,2026-08-24 20:35:26.262357,AGENT00713,0,,,0,0,0,1,44,8.432037739,4,Phone
CLM000210,CUST000294,POL0742465,31,Female,South,Auto,4781.06,67715.43,15322.72,Property,605,21.23,No,Approved,10563.95,2025-04-10 20:35:26.262359,AGENT01061,0,,,1,0,0,1,89,5.01499823,4,Online
CLM000211,CUST011901,POL0304189,25,Male,South,Life,907.05,57524.52,10237.14,Theft,527,80.82,Yes,Under Review,9091.72,2026-09-17 20:35:26.262361,AGENT00257,0,,,0,0,0,1,92,8.847767713,3,Phone
CLM000212,CUST018201,POL0042716,51,Male,East,Life,2379.62,23868.46,47414.78,Medical,824,18.81,No,Rejected,31903.76,2025-08-02 20:35:26.262364,AGENT00143,0,,,1,0,0,1,53,10.09161248,4,Broker
CLM000213,CUST015889,POL0163160,43,Female,North,Auto,1017.12,98341.75,38211.54,Theft,694,59.4,No,Approved,24210.74,2025-10-30 20:35:26.262366,AGENT00338,0,,,1,0,0,1,73,8.858547726,5,Broker
CLM000214,CUST008704,POL0860495,27,Male,North,Auto,742.91,56105.45,29512.99,Theft,633,12.46,No,Approved,27507.57,2026-08-05 20:35:26.262368,AGENT00074,1,2026-07-24 20:35:26.262368,12.0,0,0,1,0,69,8.057092786,5,Phone
CLM000215,CUST018781,POL0134377,41,Female,North,Home,622.63,84278.86,35673.68,Medical,468,41.1,No,Approved,24947.44,2026-07-14 20:35:26.262370,AGENT00633,0,,,1,2,0,1,51,3.566748134,1,Online
CLM000216,CUST008006,POL0515063,43,Male,North,Health,4289.25,64479.92,29279.28,Accident,706,13.86,No,Approved,26075.79,2025-10-04 20:35:26.262373,AGENT01135,0,,,0,0,1,0,84,9.780884812,5,Phone
CLM000217,CUST005249,POL0813178,36,Male,East,Home,1152.65,20056.02,6763.21,Accident,414,21.83,No,Approved,5109.56,2025-12-09 20:35:26.262375,AGENT00053,0,,,1,1,0,1,68,7.397784146,2,Broker
CLM000218,CUST006494,POL0789888,77,Male,East,Life,3937.99,78076.09,8899.85,Theft,844,25.71,No,Approved,6145.72,2026-02-28 20:35:26.262377,AGENT00157,0,,,1,0,0,0,67,10.84871094,6,Phone
CLM000219,CUST010388,POL0040192,60,Male,North,Health,3066.9,51526.54,25235.14,Theft,476,74.6,No,Approved,17739.64,2025-12-23 20:35:26.262379,AGENT00532,0,,,1,0,0,1,93,10.61270722,2,Broker
CLM000220,CUST014377,POL0109621,70,Female,West,Home,1135.1,46464.89,37812.94,Accident,722,24.88,No,Approved,36571.65,2025-01-18 20:35:26.262382,AGENT01129,0,,,1,0,0,1,93,9.725284186,4,Broker
CLM000221,CUST015039,POL0626136,54,Female,East,Health,1051.81,79770.72,28398.39,Theft,311,90.02,Yes,Under Review,22191.19,2025-05-28 20:35:26.262384,AGENT00396,0,,,1,0,0,1,87,9.310836437,2,Broker
CLM000222,CUST009455,POL0581424,52,Male,East,Auto,4745.15,85403.72,30657.41,Accident,623,38.93,No,Approved,28520.16,2025-05-05 20:35:26.262386,AGENT00594,0,,,1,0,0,0,70,8.467664509,5,Broker
CLM000223,CUST016328,POL0616742,71,Female,South,Home,2632.63,39083.9,48850.82,Theft,813,96.5,Yes,Under Review,43069.71,2024-11-21 20:35:26.262388,AGENT00054,1,2024-11-18 20:35:26.262388,3.0,0,0,0,1,49,12.28905399,6,Broker
CLM000224,CUST018783,POL0688096,20,Female,West,Auto,1016.97,62382.54,47235.54,Theft,376,88.14,Yes,Under Review,32468.73,2025-08-29 20:35:26.262391,AGENT00193,0,,,0,0,0,0,86,11.69320737,2,Broker
CLM000225,CUST001777,POL0829388,71,Male,North,Auto,643.24,89996.12,41309.22,Property,345,4.03,No,Rejected,23764.82,2024-10-08 20:35:26.262393,AGENT01186,0,,,1,0,0,0,57,8.038632183,6,Broker
CLM000226,CUST011306,POL0112409,40,Male,West,Auto,1330.3,10666.4,26741.04,Theft,493,68.93,No,Approved,18876.02,2026-05-12 20:35:26.262395,AGENT01166,0,,,1,0,1,1,69,9.363181207,5,Broker
CLM000227,CUST001598,POL0864849,55,Male,West,Life,1579.24,5117.51,11034.02,Property,471,56.14,No,Approved,10543.71,2026-04-07 20:35:26.262401,AGENT00006,0,,,1,1,0,1,65,8.782940438,5,Broker
CLM000228,CUST000661,POL0512441,44,Male,East,Life,2614.84,35034.59,22858.13,Medical,370,21.08,No,Approved,17976.9,2025-05-10 20:35:26.262403,AGENT01151,0,,,1,0,0,0,67,8.135478222,1,Phone
